family,sci_name,hosts,location,sample_type,host_feeding,host_habitat,virus_host_count,infected_host_sample_size,actual_host_sample_size,read_count,read_prop,RPM
Picobirnaviridae,Picobirnavirus PREDICT_PbV-7,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,16,1.16E-06,1.159149318
Picobirnaviridae,Picobirnavirus PREDICT_PbV-76,Goat,Ondo,Oral,Herbivores,peri-domesticated,1,43,46,18,9.01E-07,0.900983333
Picobirnaviridae,Picobirnavirus PREDICT_PbV-9,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,57,4.13E-06,4.129469444
Picobirnaviridae,Picobirnavirus sp.,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,8,43,46,10532,0.000872152,872.1520261
Picobirnaviridae,Picobirnavirus sp.,Goat,Ondo,Oral,Herbivores,peri-domesticated,8,43,46,281,1.62E-05,16.17105044
Picobirnaviridae,Porcine picobirnavirus,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,6,43,46,1259,9.70E-05,96.98255878
Picobirnaviridae,Porcine picobirnavirus,Goat,Ondo,Oral,Herbivores,peri-domesticated,6,43,46,198,1.05E-05,10.45060093
Picobirnaviridae,Simian picobirnavirus,Goat,Ondo,Oral,Herbivores,peri-domesticated,4,43,46,58,3.04E-06,3.04
Picornaviridae,Aichi virus A846/88,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,40,3.60E-06,3.600537632
Picornaviridae,Canine kobuvirus,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,2,43,46,65187,0.006159618,6159.618118
Picornaviridae,Canine kobuvirus 1,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,2,43,46,18235,0.001668314,1668.313565
Picornaviridae,Canine kobuvirus US-PC0082,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,411,3.70E-05,36.99552417
Picornaviridae,Cosavirus A,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,27,2.43E-06,2.430362902
Picornaviridae,Coxsackievirus A20,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,7,6.40E-07,0.64
Picornaviridae,Coyote tobacco stunting virus,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,1335,9.85E-05,98.5
Picornaviridae,Coypu kobuvirus,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,36,3.24E-06,3.240483869
Picornaviridae,Human cosavirus,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,83,7.63E-06,7.634881886
Picornaviridae,Human hepatitis A virus,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,6537,0.00059809,598.09
Picornaviridae,Human parechovirus 2,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,18,1.63E-06,1.630147849
Picornaviridae,Human poliovirus 1 Mahoney,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,16,1.44E-06,1.440215053
Picornaviridae,Kobuvirus aichi,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,2,43,46,91,8.19E-06,8.191223113
Picornaviridae,Kobuvirus sewage Aichi,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,2,43,46,4227,0.000380486,380.4864489
Picornaviridae,Kobuvirus sp.,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,94,8.46E-06,8.461263436
Picornaviridae,Megrivirus sp.,Goat,Ondo,Oral,Herbivores,peri-domesticated,5,43,46,4035,0.000205073,205.073
Picornaviridae,Parechovirus A,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,2,43,46,5,4.50E-07,0.450067204
Picornaviridae,Picornavirus chicken/CHK1/USA/2010,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,40,5.24E-06,5.238200626
Picornaviridae,Poliovirus 3,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,6,5.40E-07,0.540080645
Picornaviridae,Sicinivirus A,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,2,43,46,40,5.24E-06,5.238200626
Picornaviridae,Sicinivirus sp.,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,3,43,46,18,2.36E-06,2.357190282
Picornaviridae,Vixey virus,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,47,4.23E-06,4.230631718
Picornaviridae,aichivirus A2,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,2,43,46,4315,0.000394431,394.4312796
Picornaviridae,cosavirus A20,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,45,4.12E-06,4.12
Picornaviridae,megrivirus C1,Goat,Ondo,Oral,Herbivores,peri-domesticated,3,43,46,27,1.35E-06,1.351475
Picornaviridae,parechovirus A1,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,56,5.12E-06,5.12
Pneumoviridae,Bovine orthopneumovirus,Goat,Ondo,Oral,Herbivores,peri-domesticated,1,43,46,413,2.14E-05,21.44371456
Pneumoviridae,Respiratory syncytial virus,Goat,Ondo,Oral,Herbivores,peri-domesticated,1,43,46,22,1.12E-06,1.124948892
Pneumoviridae,bovine respiratory syncytial virus,Goat,Ondo,Oral,Herbivores,peri-domesticated,1,43,46,10,5.11E-07,0.511340405
Pneumoviridae,human respiratory syncytial virus,Goat,Ondo,Oral,Herbivores,peri-domesticated,1,43,46,19,9.72E-07,0.97154677
Polyomaviridae,Merkel cell polyomavirus,Goat,Ondo,Oral,Herbivores,peri-domesticated,2,43,46,253,1.31E-05,13.06316651
Potyviridae,Yambean mosaic virus,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,137,1.01E-05,10.06063913
Poxviridae,Molluscum contagiosum virus,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,3,43,46,10,8.57E-07,0.856854709
Poxviridae,Molluscum contagiosum virus subtype 1,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,3,43,46,34,2.98E-06,2.98438028
Poxviridae,Orf virus,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,7,43,46,181,1.57E-05,15.73483556
Poxviridae,Orf virus,Goat,Ondo,Oral,Herbivores,peri-domesticated,7,43,46,185422,0.007334544,7334.543794
Rhabdoviridae,Citrus leprosis virus nuclear type,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,57,4.18E-06,4.182423999
Rhabdoviridae,Rhabdovirus YHG-2013,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,19,1.63E-06,1.628023947
Sedoreoviridae,Human rotavirus A,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,4,43,46,104,9.39E-06,9.391129028
Sedoreoviridae,Rotavirus A,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,4,43,46,405,3.68E-05,36.83205644
Sedoreoviridae,Rotavirus A,Goat,Ondo,Oral,Herbivores,peri-domesticated,4,43,46,4,2.02E-07,0.202022202
Sedoreoviridae,Rotavirus F,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,2,43,46,4,5.24E-07,0.523820063
Sedoreoviridae,Rotavirus sp.,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,55,7.68E-06,7.68
Tobaniviridae,Antelope torovirus,Goat,Ondo,Oral,Herbivores,peri-domesticated,2,43,46,47,2.75E-06,2.754016024
Tobaniviridae,Bovine torovirus,Goat,Ondo,Oral,Herbivores,peri-domesticated,1,43,46,46,2.67E-06,2.670810216
Tobaniviridae,Breda virus,Goat,Ondo,Oral,Herbivores,peri-domesticated,2,43,46,199,1.18E-05,11.84232148
Tobaniviridae,Goat torovirus,Goat,Ondo,Oral,Herbivores,peri-domesticated,3,43,46,371,2.20E-05,22.03162043
Tobaniviridae,Torovirus sp.,Goat,Ondo,Oral,Herbivores,peri-domesticated,2,43,46,106,6.31E-06,6.311160741
Tombusviridae,Gompholobium virus A,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,10,7.24E-07,0.724468324
Tombusviridae,Trailing lespedeza virus 1,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,553,4.08E-05,40.8
Unclassifed,Lake Sarah-associated circular virus-6,Goat,Ebonyi ,Oral,Herbivores,peri-domesticated,1,43,46,26,2.23E-06,2.227822244
Adenoviridae,Fowl adenovirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,3188,0.000134789,134.7890682
Adenoviridae,Fowl aviadenovirus 2,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,123,4.23E-06,4.225403647
Adenoviridae,Fowl aviadenovirus 3,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,8,4.48E-07,0.447701823
Adenoviridae,Fowl aviadenovirus 5,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,28,1.57E-06,1.566956382
Adenoviridae,Fowl aviadenovirus 8,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,4,2.24E-07,0.223850912
Adenoviridae,Fowl aviadenovirus D,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,12134,0.000444548,444.54759
Adenoviridae,Ovine adenovirus 6,Goat,Ebonyi ,Rectal,Herbivores,peri-domesticated,1,43,46,18,1.46E-06,1.461348311
Adenoviridae,Ovine adenovirus 8,Goat,Ebonyi ,Rectal,Herbivores,peri-domesticated,1,43,46,32,2.66E-06,2.664232208
Astroviridae,Astrovirus sp.,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,19,5.88E-07,0.587823163
Astroviridae,Bovine astrovirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,124,5.11E-06,5.107782559
Astroviridae,Bovine astrovirus B170/HK,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,27,8.42E-07,0.842
Astroviridae,Caprine astrovirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,13,6.00E-07,0.600275129
Astroviridae,Chicken astrovirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,3,43,46,146,4.77E-06,4.772425775
Astroviridae,Mamastrovirus 13,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,50,2.33E-06,2.329675209
Astroviridae,Mamastrovirus 3,Goat,Ondo,Rectal,Herbivores,peri-domesticated,5,43,46,54,2.69E-06,2.689204896
Astroviridae,Ovine astrovirus S5.1,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,37,1.73E-06,1.73
Astroviridae,Ovine astrovirus S6.1,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,799,3.74E-05,37.4
Astroviridae,Turkey astrovirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,224,8.32E-06,8.323693483
Astroviridae,Turkey astrovirus 1,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,32,1.80E-06,1.803180014
Astroviridae,Water buffalo astrovirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,262,8.17E-06,8.17
Betaflexiviridae,Cowpea mild mottle virus,Goat,Ebonyi ,Rectal,Herbivores,peri-domesticated,1,43,46,53,4.30E-06,4.302858917
Blumeviridae,ssRNA phage SRR7976310_4,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,9,6.47E-07,0.646550238
Caliciviridae,Canine vesivirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,4,2.87E-07,0.287355661
Caliciviridae,Chicken calicivirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,10,5.60E-07,0.559627279
Caliciviridae,Sapovirus sp.,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,12,8.62E-07,0.862066984
Coronaviridae,Alpaca coronavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,50,2.31E-06,2.308750497
Coronaviridae,Bamboo rat coronavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,16,7.39E-07,0.738800159
Coronaviridae,Betacoronavirus 1,Goat,Ondo,Rectal,Herbivores,peri-domesticated,4,43,46,276853,0.013942553,13942.55344
Coronaviridae,Bovine coronavirus,Goat,Ebonyi ,Rectal,Herbivores,peri-domesticated,5,43,46,24,1.97E-06,1.96697869
Coronaviridae,Bovine coronavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,5,43,46,259726,0.012141383,12141.38282
Coronaviridae,Bovine coronavirus Mebus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,91,4.20E-06,4.201925904
Coronaviridae,Bovine coronavirus isolate Alpaca,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,18046,0.000845432,845.4319031
Coronaviridae,Bovine-like coronavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,15,6.93E-07,0.692625149
Coronaviridae,Camel coronavirus HKU23,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,432,1.99E-05,19.94760429
Coronaviridae,Canine respiratory coronavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,3,43,46,5844,0.000270082,270.081916
Coronaviridae,Coronaviridae sp.,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,104,4.80E-06,4.802201033
Coronaviridae,Coronavirus RCoV/Lmg115/Sig_spec/MEX/2011,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,174,8.03E-06,8.034451729
Coronaviridae,Dromedary camel coronavirus HKU23,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,78818,0.003751606,3751.605853
Coronaviridae,Embecovirus sp.,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,17,7.85E-07,0.784975169
Coronaviridae,Equine coronavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,2568,0.000118577,118.5774255
Coronaviridae,Guinea fowl coronavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,3,43,46,12,8.62E-07,0.862066984
Coronaviridae,Human coronavirus HKU1,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,270,1.25E-05,12.46725268
Coronaviridae,Human coronavirus OC43,Goat,Ondo,Rectal,Herbivores,peri-domesticated,3,43,46,25578,0.001183889,1183.889115
Coronaviridae,Human enteric coronavirus 4408,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,266,1.23E-05,12.28255264
Coronaviridae,Infectious bronchitis virus,Goat,Ebonyi ,Rectal,Herbivores,peri-domesticated,5,43,46,11,8.93E-07,0.89304619
Coronaviridae,Longquan Aa mouse coronavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,84,3.88E-06,3.878700835
Coronaviridae,Longquan Niviventer niviventer betacoronavirus 1,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,101,4.66E-06,4.663676004
Coronaviridae,Mouse coronavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,34,1.57E-06,1.569950338
Coronaviridae,Murine coronavirus MHV-3,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,62,2.86E-06,2.862850616
Coronaviridae,Murine hepatitis virus strain JHM,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,38,1.75E-06,1.754650378
Coronaviridae,Pheasant coronavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,6,4.31E-07,0.431033492
Coronaviridae,Porcine hemagglutinating encephalomyelitis virus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,12622,0.000582821,582.8207454
Coronaviridae,Rabbit coronavirus HKU14,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,690,3.19E-05,31.86075686
Coronaviridae,Rodent coronavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,73,3.37E-06,3.370775725
Coronaviridae,Sambar deer coronavirus US/OH-WD388-TC/1994,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,8184,0.000383506,383.506
Coronaviridae,Water deer coronavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,11,5.08E-07,0.507925109
Coronaviridae,Yak coronavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,212,9.83E-06,9.828252979
Coronaviridae,unidentified human coronavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,91,4.20E-06,4.201925904
Genomoviridae,Chicken stool-associated gemycircularvirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,4,43,46,54,2.45E-06,2.446419973
Genomoviridae,Genomoviridae sp.,Goat,Ondo,Rectal,Herbivores,peri-domesticated,6,43,46,1615,9.02E-05,90.20826859
Genomoviridae,Human associated gemykibivirus 2,Goat,Ebonyi ,Rectal,Herbivores,peri-domesticated,5,43,46,17,1.39E-06,1.393276572
Orthoherpesviridae,Canid alphaherpesvirus 1,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,24,1.72E-06,1.724133968
Orthoherpesviridae,Caprine alphaherpesvirus 1,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,18,1.29E-06,1.293100476
Orthoherpesviridae,Ovine gammaherpesvirus 2,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,4,1.85E-07,0.18470004
Orthoherpesviridae,human gammaherpesvirus 4,Goat,Ebonyi ,Rectal,Herbivores,peri-domesticated,1,43,46,181,1.18E-05,11.8
Paramyxoviridae,Morbillivirus caprinae,Goat,Ebonyi ,Rectal,Herbivores,peri-domesticated,1,43,46,20,1.64E-06,1.639148908
Paramyxoviridae,peste-des-petits-ruminants virus,Goat,Ebonyi ,Rectal,Herbivores,peri-domesticated,4,43,46,26893,0.001759661,1759.661
Partitiviridae,Partitiviridae sp.,Goat,Ondo,Rectal,Herbivores,peri-domesticated,5,43,46,103,6.03E-06,6.02595568
Parvoviridae,Avian adeno-associated virus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,483,2.72E-05,27.15036637
Parvoviridae,Avian adeno-associated virus strain DA-1,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,333,1.91E-05,19.1
Parvoviridae,Bovine adeno-associated virus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,6,6.46E-07,0.645547786
Parvoviridae,Dependoparvovirus sp.,Goat,Ondo,Rectal,Herbivores,peri-domesticated,3,43,46,283,8.82E-06,8.823752245
Parvoviridae,Tusavirus 1,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,4,1.24E-07,0.123752245
Parvoviridae,adeno-associated virus 5,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,6,6.46E-07,0.645547786
Picobirnaviridae,Bovine picobirnavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,4,43,46,180,1.32E-05,13.21378712
Picobirnaviridae,Chicken picobirnavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,16,1.15E-06,1.149422645
Picobirnaviridae,Dromedary picobirnavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,4,43,46,61,3.50E-06,3.501739095
Picobirnaviridae,Fox picobirnavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,183,1.05E-05,10.5
Picobirnaviridae,Human picobirnavirus,Goat,Ebonyi ,Rectal,Herbivores,peri-domesticated,3,43,46,9,7.31E-07,0.730674156
Picobirnaviridae,Human picobirnavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,3,43,46,27,1.55E-06,1.55
Picobirnaviridae,Marmot picobirnavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,4,43,46,330,1.90E-05,18.99400434
Picobirnaviridae,Mongoose picobirnavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,1868,5.82E-05,58.2
Picobirnaviridae,Picobirnaviridae sp.,Goat,Ebonyi ,Rectal,Herbivores,peri-domesticated,3,43,46,6,4.87E-07,0.487116104
Picobirnaviridae,Picobirnaviridae sp.,Goat,Ondo,Rectal,Herbivores,peri-domesticated,3,43,46,548,3.36E-05,33.55388759
Picobirnaviridae,Picobirnavirus PREDICT_PbV-24,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,19,1.36E-06,1.364939391
Picobirnaviridae,Picobirnavirus PREDICT_PbV-57,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,225,1.27E-05,12.70188948
Picobirnaviridae,Picobirnavirus PREDICT_PbV-63,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,16,9.03E-07,0.903245474
Picobirnaviridae,Picobirnavirus sp.,Goat,Ebonyi ,Rectal,Herbivores,peri-domesticated,8,43,46,18204,0.001159227,1159.227179
Picobirnaviridae,Picobirnavirus sp.,Goat,Ondo,Rectal,Herbivores,peri-domesticated,8,43,46,13334,0.000764202,764.2021815
Picobirnaviridae,Porcine picobirnavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,6,43,46,5216,0.000320687,320.68722
Picobirnaviridae,Shelduck picobirnavirus II,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,13,7.34E-07,0.733886948
Picobirnaviridae,Turkey picobirnavirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,14,8.06E-07,0.806
Picornaviridae,Bopivirus sp.,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,309,1.76E-05,17.64465821
Picornaviridae,Bovine kobuvirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,43,2.41E-06,2.406397301
Picornaviridae,Bovine rhinitis B virus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,10,4.62E-07,0.461750099
Picornaviridae,Caprine kobuvirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,14,4.33E-07,0.433132857
Picornaviridae,Chicken picornavirus 4,Goat,Ondo,Rectal,Herbivores,peri-domesticated,4,43,46,7,3.95E-07,0.395169895
Picornaviridae,Chicken picornavirus UCC13,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,23,1.30E-06,1.298415369
Picornaviridae,Chicken sicinivirus JSY,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,4,1.24E-07,0.123752245
Picornaviridae,Kobuvirus sp.,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,102,5.07E-06,5.071483
Picornaviridae,Megrivirus C,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,13,4.02E-07,0.402194796
Picornaviridae,Megrivirus sp.,Goat,Ondo,Rectal,Herbivores,peri-domesticated,5,43,46,2748,0.000133357,133.3572028
Picornaviridae,Orivirus sp.,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,34,1.90E-06,1.90273275
Picornaviridae,Picornaviridae sp.,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,86,3.95E-06,3.954690306
Picornaviridae,Sicinivirus A,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,114,6.42E-06,6.421581656
Picornaviridae,Sicinivirus sp.,Goat,Ondo,Rectal,Herbivores,peri-domesticated,3,43,46,196,8.87E-06,8.866015967
Picornaviridae,Wufeng rodent picorna-like virus 2,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,8,3.75E-07,0.375
Picornaviridae,aichivirus B3,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,167,9.53E-06,9.525030926
Picornaviridae,megrivirus C1,Goat,Ondo,Rectal,Herbivores,peri-domesticated,3,43,46,30,1.03E-06,1.034130042
Picornaviridae,megrivirus C2,Goat,Ondo,Rectal,Herbivores,peri-domesticated,4,43,46,184,9.00E-06,8.999850462
Picornaviridae,sicinivirus A1,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,10,5.65E-07,0.564528421
Poxviridae,Molluscum contagiosum virus,Goat,Ebonyi ,Rectal,Herbivores,peri-domesticated,3,43,46,12,9.83E-07,0.983489345
Poxviridae,Orf virus,Goat,Ebonyi ,Rectal,Herbivores,peri-domesticated,7,43,46,54,4.38E-06,4.384044934
Poxviridae,Orf virus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,7,43,46,226,1.67E-05,16.72987737
Sedoreoviridae,Rotavirus F,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,1099,5.48E-05,54.80695422
Sedoreoviridae,Rotavirus sp.,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,400,1.98E-05,19.78169929
Tobaniviridae,Antelope torovirus,Goat,Ebonyi ,Rectal,Herbivores,peri-domesticated,2,43,46,994,8.15E-05,81.46570073
Tobaniviridae,Antelope torovirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,46189,0.001436729,1436.728903
Tobaniviridae,Bangali torovirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,1745,5.40E-05,53.98691679
Tobaniviridae,Berne virus,Goat,Ebonyi ,Rectal,Herbivores,peri-domesticated,1,43,46,178,1.46E-05,14.58842528
Tobaniviridae,Berne virus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,3688,0.0001146,114.600063
Tobaniviridae,Bovine torovirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,17155,0.000531582,531.5820643
Tobaniviridae,Breda virus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,92777,0.002886422,2886.422027
Tobaniviridae,Goat torovirus,Goat,Ebonyi ,Rectal,Herbivores,peri-domesticated,3,43,46,238676,0.02004321,20043.21011
Tobaniviridae,Goat torovirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,3,43,46,374068,0.011659254,11659.254
Tobaniviridae,Henan torovirus 1,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,57,1.76E-06,1.763469488
Tobaniviridae,Hubei torovirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,78,2.41E-06,2.413168773
Tobaniviridae,Porcine torovirus,Goat,Ebonyi ,Rectal,Herbivores,peri-domesticated,1,43,46,839,6.88E-05,68.76229669
Tobaniviridae,Porcine torovirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,9099,0.000281505,281.5054188
Tobaniviridae,Torovirus sp.,Goat,Ebonyi ,Rectal,Herbivores,peri-domesticated,2,43,46,33,2.70E-06,2.704595698
Tobaniviridae,Torovirus sp.,Goat,Ondo,Rectal,Herbivores,peri-domesticated,2,43,46,60441,0.001879533,1879.533445
Tombusviridae,Golovinomyces cichoracearum associated tombus-like virus 1,Goat,Ebonyi ,Rectal,Herbivores,peri-domesticated,1,43,46,4,3.28E-07,0.327829782
Totiviridae,Dali Totiv tick virus 1,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,10,5.60E-07,0.559627279
Totiviridae,Erysiphe necator associated totivirus 8,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,6,3.36E-07,0.335776368
Totiviridae,Malassezia sympodialis mycovirus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,6,3.36E-07,0.335776368
Totiviridae,Totiviridae sp.,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,44,2.51E-06,2.511739095
Unclassifed,Jingmen picorna-like virus,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,80,4.60E-06,4.6
Unclassifed,Monexpicovirus 1,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,17,7.92E-07,0.79222507
Unclassifed,Monexpicovirus 2,Goat,Ondo,Rectal,Herbivores,peri-domesticated,1,43,46,25,1.17E-06,1.172
Unclassifed,Riboviria sp.,Goat,Ondo,Rectal,Herbivores,peri-domesticated,3,43,46,2000,9.38E-05,93.83365864
